"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",10.5,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",10.7,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",10.9,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",11.2,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",11.5,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",11.3,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",11.5,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",10.6,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",11.1,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",11.1,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",11.8,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",11.7,,
"JPN","Japan","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",11.7,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",6.4,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.3,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6.3,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",5.9,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",5.8,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",5.6,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",5.7,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",5.7,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.7,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",5.8,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",5.8,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.9,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",5.8,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.9,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.8,,
"JPN","Japan","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.7,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2000","2000",4.6,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2001","2001",4.7,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2002","2002",4.8,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2003","2003",4.8,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2004","2004",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2005","2005",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2006","2006",5.1,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2007","2007",5.2,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2008","2008",5.1,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2009","2009",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2010","2010",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2011","2011",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2012","2012",5,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2013","2013",4.9,,
"JPN","Japan","IND-ECO-VA","Share of value added by the transport sector","2014","2014",5.1,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",12,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",12,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",11.8,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",11.3,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",11,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",11.3,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",11.4,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",11.4,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",11.4,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",11.6,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",12,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",12.2,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",12.1,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",12.1,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",12.3,,
"KOR","Korea","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",12.3,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",6,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.1,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6.2,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",6,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",5,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",5.1,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",5.2,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",5.3,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.3,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",5.3,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",5.4,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.5,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",5.6,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.6,,
"KOR","Korea","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.5,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2000","2000",4.3,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2001","2001",4.2,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2002","2002",4.2,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2003","2003",4.3,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2004","2004",4.4,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2005","2005",4.3,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2006","2006",4.2,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2007","2007",4.3,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2008","2008",4.2,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2009","2009",3.9,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2010","2010",3.9,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2011","2011",3.5,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2012","2012",3.5,,
"KOR","Korea","IND-ECO-VA","Share of value added by the transport sector","2013","2013",3.6,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",11.1,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",11.2,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",11,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",10.8,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",12.3,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",12.7,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",13.5,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",13,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",11.6,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",10.3,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",10.7,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",12.2,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",12.3,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",11.6,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",11.6,,
"LVA","Latvia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",11.7,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",14.5,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",13.5,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",15.5,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",18.4,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",21.3,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",24.9,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",32.9,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",28.3,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",21.7,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",8.3,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",10.2,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",15.6,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",14.5,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",15.1,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",17.1,,
"LVA","Latvia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",18.2,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",62.5,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",64.9,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",61,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",57.6,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",57.5,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",53.5,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",48.7,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",54.7,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",59.6,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",67.2,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",67,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",63.9,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",66.7,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",65.3,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",58.7,,
"LVA","Latvia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",57,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",23.1,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",21.6,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",23.5,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",24,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",21.2,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",21.6,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",18.4,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",16.9,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",18.7,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",24.6,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",22.8,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",20.5,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",18.8,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",19.6,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",24.2,,
"LVA","Latvia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",24.8,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",8.4,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",8.3,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",8.3,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",9.6,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",10.2,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",8.9,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",8.9,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",8.8,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",8.4,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",8.7,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",8.4,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",8.5,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",8.6,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",8.6,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",9.6,,
"LVA","Latvia","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",9.5,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2000","2000",11.9,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2001","2001",13.2,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2002","2002",13.2,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2003","2003",13.2,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2004","2004",13.1,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2005","2005",12.3,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2006","2006",9.8,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2007","2007",8.4,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2008","2008",9.3,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2009","2009",10.5,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2010","2010",10.5,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2011","2011",10.5,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2012","2012",10.5,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2013","2013",10.2,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2014","2014",10.1,,
"LVA","Latvia","IND-ECO-VA","Share of value added by the transport sector","2015","2015",9.5,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",15.4,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",14.5,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",13.1,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",13.9,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",14.2,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",14.1,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",15.9,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",16.5,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",17,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",14.6,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",15,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",15.1,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",15,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",15.2,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",15.1,,
"LTU","Lithuania","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",14.6,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",16.6,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",17.4,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",18.3,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",18,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",17.7,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",20.2,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",19.9,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",20.6,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",17.8,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",16.2,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",15.6,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",15.5,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",16,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",16.1,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",15.1,,
"LTU","Lithuania","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",15.4,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",61.3,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",66.6,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",70.1,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",69.3,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",68.8,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",66.4,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",68.1,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",66.8,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",70.1,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",73.3,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",69.6,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",70.9,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",70.6,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",70.3,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",70.9,,
"LTU","Lithuania","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",70.2,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",22.1,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",16,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",11.6,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",12.7,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",13.4,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",13.4,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",12,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",12.6,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",12.1,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",10.5,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",14.8,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",13.6,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",13.3,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",13.6,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",13.9,,
"LTU","Lithuania","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",14.4,,
"LTU","Lithuania","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",7.1,,
"LTU","Lithuania","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.4,,
"LTU","Lithuania","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6,,
"LTU","Lithuania","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",6.4,,
