Greek Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
κεντώ,0,0,0,0,0,0,0,0,0,0
αρχειοθέτησης,0,0,0,0,0,0,0,0,0,0
ρινίσματα,0,0,0,0,0,0,0,0,0,0
γέμισμα,0,0,0,0,0,0,0,0,0,1
φιλέτο,0,0,0,0,0,0,0,0,0,0
πλήρωση,0,0,0,0,0,0,0,0,0,0
φοραδίτσα,0,0,0,0,0,0,0,0,0,0
ταινία,0,0,0,0,0,0,0,0,0,0
μεμβρανώδης,0,0,0,0,0,0,0,0,0,0
φίλτρο,0,0,0,0,0,0,0,0,0,0
βρώμα,0,1,0,0,1,0,0,0,0,0
ακάθαρτος,0,1,0,0,1,0,0,0,0,0
πτερύγιο,0,0,0,0,0,0,0,0,0,0
τελικός,0,0,0,0,0,0,0,0,0,0
φινάλε,0,0,0,0,0,0,0,0,0,0
οριστικότητα,0,0,0,0,0,0,0,0,0,0
τελικά,1,0,0,1,1,0,1,0,1,1
οικονομικά,0,0,0,0,0,0,0,0,0,0
οικονομικός,0,0,0,0,0,0,0,0,0,0
χρηματοδότης,0,0,0,0,0,0,0,0,0,0
σπίνος,0,0,0,0,0,0,0,0,0,0
εύρημα,0,0,0,0,0,0,0,0,0,0
εύρεση,0,0,0,0,0,0,0,0,0,0
στολίδια,1,0,0,0,0,0,0,0,0,0
φινέτσα,1,0,0,0,0,0,0,0,0,0
δάχτυλο,0,0,0,0,0,0,0,0,0,0
δακτυλικό αποτύπωμα,0,0,0,0,0,0,0,0,0,0
φινίρισμα,0,0,0,0,0,0,0,0,0,0
πεπερασμένος,0,0,0,0,0,0,0,0,0,0
απεργοσπάστης,0,0,0,0,0,0,0,0,0,0
φωτιά,0,0,0,0,0,1,0,0,0,0
πυροβόλα όπλα,0,1,1,0,0,1,0,0,0,0
βολίδα,1,0,0,0,0,0,0,0,0,0
πυγολαμπίδα,0,0,0,0,0,0,0,0,0,0
πυροσβέστης,0,0,0,0,0,0,0,0,0,1
τζάκι,0,0,0,0,0,0,0,0,0,0
άφλεκτος,1,0,0,0,0,0,0,0,0,0
τζάκι,0,0,0,0,0,0,0,0,0,0
καυσόξυλα,0,0,0,0,0,0,0,0,0,0
πυροτέχνημα,0,0,0,0,0,0,0,0,0,0
ψήσιμο,0,0,0,0,0,0,0,0,0,0
εταιρεία,0,0,0,0,0,0,0,0,0,0
ουράνιος θόλος,0,0,0,0,0,0,0,0,0,0
σταθερά,0,0,0,0,0,0,0,0,0,0
σταθερότητα,1,0,0,0,0,0,0,0,0,1
πρωτότοκος,1,0,0,1,0,0,1,0,0,1
δημοσιονομικός,0,0,0,0,0,0,0,0,0,0
ψάρι,0,0,0,0,0,0,0,0,0,0
ψαράς,0,0,0,0,0,0,0,0,0,0
αλιεία,0,0,0,0,0,0,0,0,0,0
αλιεία,0,0,0,0,0,0,0,0,0,0
απίθανος,0,0,0,0,0,0,0,0,0,0
εύσχιστος,0,0,0,0,0,0,0,0,0,0
διάσπαση,0,0,0,0,0,0,0,0,0,0
σχισμή,0,0,0,0,0,0,0,0,0,0
γροθιά,0,0,0,0,0,0,0,0,0,0
συρίγγιος,0,0,0,0,0,0,0,0,0,0
καταλληλότητα,0,0,0,0,0,0,0,0,0,0
ταιριάζει,0,1,1,0,0,0,0,0,0,0
τοποθετούνται,0,0,0,0,0,0,0,0,0,0
προσαρμογή,1,0,0,1,0,0,1,0,0,1
εξαρτήματα,0,0,0,0,0,0,0,0,0,0
διορθώνω,0,0,0,0,0,0,0,0,0,0
στερέωση,0,0,0,0,0,0,0,0,0,0
σταθερός,0,0,0,0,0,0,0,0,0,1
αναπόσπαστο εξάρτημα,1,0,0,0,0,0,0,0,0,0
φωτιστικά,0,0,0,0,0,0,0,0,0,0
σφυρίζω,0,0,0,0,0,0,0,0,0,0
πλαδαρός,0,1,0,0,1,0,0,0,0,0
χαλαρός,0,1,0,0,0,0,0,1,0,0
κύπτων πεζοδρόμιο,0,1,0,0,0,0,0,0,0,0
σκανδαλώδης,0,1,1,0,1,0,0,0,0,0
ναυαρχίδα,0,0,0,0,0,0,0,0,0,1
νιφάδα,0,1,0,0,0,0,0,0,0,0
φύλλο,0,0,0,0,0,0,0,0,0,0
φλόγα,0,0,0,0,0,0,0,0,0,0
φλεγόμενος,0,0,0,0,0,0,0,0,0,0
φλάντζα,0,0,0,0,0,0,0,0,0,1
πλευρά,0,0,0,0,0,0,0,0,0,0
πλαισιώνεται,0,0,0,0,0,0,0,0,0,0
συνοδευτικά,0,0,0,0,0,0,0,0,0,0
φανέλα,0,0,0,0,0,0,0,0,0,0
πτερύγιο,0,1,0,0,0,0,0,0,0,0
χτύπημα,0,0,0,0,0,0,0,0,0,0
φωτοβολίδα,0,0,0,0,0,0,0,0,0,0
καύση,0,0,0,0,0,0,0,0,0,0
λάμψη,0,0,0,0,0,0,0,0,0,0
αναδρομή στο παρελθόν,0,0,0,0,0,0,0,0,0,0
αναβοσβήνει,0,0,0,0,0,0,0,0,0,0
φακός,0,0,0,0,0,0,0,0,0,0
φανταχτερός,0,0,0,0,0,0,0,0,0,0
φλάσκα,0,0,0,0,0,0,0,0,0,0
διαμέρισμα,0,0,0,0,0,0,0,0,0,0
ομαλότητα,0,0,0,0,0,0,0,0,0,0
ισοπεδώνω,0,0,0,0,0,0,0,0,0,0
κολακευτικός,1,0,0,0,0,0,1,0,0,0
κολακεία,0,0,0,0,0,0,0,0,0,0
φούσκωμα,0,1,0,0,1,0,0,0,0,0
καμαρώνω,0,1,0,0,0,0,0,0,0,0
γεύση,0,0,0,0,0,0,0,0,0,0
ελάττωμα,0,1,0,0,0,0,0,1,0,0
ψύλλος,0,1,0,0,1,0,0,0,0,0
φευγάτος,0,0,0,0,0,1,0,0,0,0
φεύγω,0,1,0,0,0,1,0,0,0,0
μαλλί,0,1,1,0,1,0,0,1,0,0
στόλος,1,0,0,0,0,0,0,0,0,0
φευγαλέος,0,0,0,0,0,0,0,0,0,0
σάρκα,0,0,0,0,1,0,0,0,0,0
σαρκώδης,0,1,0,0,0,0,0,0,0,0
καλώδιο,0,0,0,0,0,0,0,0,0,0
ευκαμψία,1,0,0,0,0,0,0,0,0,0
εύκαμπτος,0,0,0,0,0,0,0,0,0,0
κάμψη,0,0,0,0,0,0,0,0,0,0
είδος σκολοπάκος,0,0,0,0,0,0,0,0,0,0
τρεμοπαίζει,0,0,0,0,0,0,0,0,0,0
αεροπόρος,0,0,0,0,0,0,0,0,0,0
πτήση,0,0,0,0,0,0,0,0,0,0
δειλιάζω,0,1,0,1,1,1,0,1,1,0
ρίψιμο,0,0,0,0,0,0,0,0,0,0
πυρόλιθος,0,0,0,0,0,0,0,0,0,0
πτερύγιο,0,0,0,0,0,0,0,0,0,0
φλερτάρω,1,1,0,1,0,0,1,0,1,1
φλερτ,0,0,0,0,0,0,0,0,0,0
φλοτέρ,0,0,0,0,0,0,0,0,0,0
σμήνος,0,0,0,0,0,0,0,0,0,0
δέρνω,0,1,1,0,1,1,0,1,0,0
πλημμύρα,0,0,0,0,0,1,0,0,0,0
πάτωμα,0,0,0,0,0,0,0,0,0,0
πτώση,0,1,0,0,1,0,0,1,0,0
χλωρίδα,0,0,0,0,0,0,0,0,0,0
άνθινος,1,0,0,0,0,0,0,0,0,0
ανθοπώλης,0,0,0,0,0,0,0,0,0,0
χνούδι,0,0,0,0,0,0,0,0,0,0
πλευρονήκτης,0,1,0,0,0,1,0,1,0,0
αλεύρι,0,0,0,0,0,0,0,0,0,0
ροή,1,0,0,0,0,0,0,0,0,0
ακμάζων,0,0,0,0,0,0,0,0,0,0
ανθηρός,1,0,0,0,0,0,0,0,0,0
γρίπη,0,1,0,0,0,1,0,0,0,0
κυμαίνομαι,0,0,0,0,0,0,0,0,0,0
κυμαινόμενες,0,0,0,0,0,0,0,0,0,0
διακύμανση,0,1,1,0,0,1,0,0,0,0
καπνοδόχος,0,0,0,0,0,0,0,0,0,0
ευχέρεια,0,0,0,0,0,0,0,0,0,0
χνούδι,0,0,0,0,0,0,0,0,0,0
χνουδωτός,0,0,0,0,0,0,0,0,0,0
υγρό,0,0,0,0,0,0,0,0,0,0
ρευστότητα,0,0,0,0,0,0,0,0,0,0
απροσδόκητη επιτυχία,0,0,0,0,0,0,0,0,1,0
φθορισμός,0,0,0,0,0,0,0,0,0,0
φθορίζων,0,0,0,0,0,0,0,0,0,0
φύσημα,0,0,0,0,0,0,0,0,0,0
έξαψη,1,0,0,0,0,0,0,0,0,0
ταράχτηκε,0,0,0,0,0,0,0,0,0,0
φλάουτο,0,0,0,0,0,0,0,0,0,0
πτυχωτό,0,0,0,0,0,0,0,0,0,0
ποτάμιος,0,0,0,0,0,0,0,0,0,0
ροή,0,0,0,0,0,0,0,0,0,0
μύγα,0,0,0,0,0,0,0,0,0,0
αεροπόρος,0,0,0,0,0,0,0,0,0,0
πέταγμα,1,0,0,0,0,1,0,0,0,0
τροχός κανονίζων την ταχύτητα,0,0,0,0,0,0,0,0,0,0
πουλάρι,0,0,0,0,0,0,0,0,0,0
αφρός,0,0,0,0,0,0,0,0,0,0
άφρισμα,0,0,0,0,0,0,0,0,0,0
αφρώδης,0,0,0,0,0,0,0,0,0,0
τσεπάκι παντελωνιού,0,0,0,0,0,0,0,0,0,0
εστιακός,0,0,0,0,0,0,0,0,0,0
εστία,1,0,0,0,0,0,0,0,0,0
ζωοτροφή,0,0,0,0,0,0,0,0,0,0
εχθρός,0,1,1,0,0,1,0,0,0,0
ομίχλη,0,0,0,0,0,0,0,0,0,0
ομιχλώδης,0,0,0,0,0,0,0,0,0,0
ξίφος,0,0,0,0,0,0,0,0,0,0
ματαιωμένο,0,1,0,0,0,0,0,0,0,0
πτυχή,0,0,0,0,0,0,0,0,0,0
διπλωμένο,0,0,0,0,0,0,0,0,0,0
φύλλωμα,0,0,0,0,0,0,0,0,0,0
σελίδα,0,0,0,0,0,0,0,0,0,0
παραδοσιακός,0,0,0,0,0,0,0,0,0,0
λαογραφία,0,0,0,0,0,0,0,0,0,0
αδένας,0,0,0,0,0,0,0,0,0,0
περικάρπιου,0,0,0,0,0,0,0,0,0,0
ακολουθώ,0,0,0,0,0,0,0,0,0,0
οπαδός,0,0,0,0,0,0,0,0,0,1
τρέλα,0,1,0,0,0,0,0,0,0,0
χάδια,0,0,0,0,0,0,0,0,0,0
αγάπη,1,0,0,0,0,0,1,0,0,0
γραμματοσειρά,0,0,0,0,0,0,0,0,0,0
τροφή,1,0,0,0,0,0,1,0,0,1
ανόητος,0,1,0,0,1,0,0,0,0,0
κοροϊδεύουμε,0,0,0,0,0,0,0,0,0,0
ανόητος,0,1,0,0,0,0,0,0,0,0
ανοησία,0,1,0,0,0,0,0,0,0,0
πόδι,0,0,0,0,0,0,0,0,0,0
ποδόσφαιρο,1,0,0,1,0,0,1,0,0,0
πεζογέφυρα,0,0,0,0,0,0,0,0,0,0
βάση,0,0,0,0,0,0,0,0,0,1
μονοπάτι,0,0,0,0,0,0,0,0,0,0
ίχνος,0,0,0,0,0,0,0,0,0,0
λιμοκόντορος,0,0,0,0,0,0,0,0,0,0
βοσκή,0,1,0,0,0,0,0,0,0,0
επιδρομή,0,1,1,0,0,0,0,0,0,0
ανοχή,1,0,0,0,0,0,0,0,0,0
απαγορεύω,0,1,0,0,0,0,0,1,0,0
αποκρουστικός,0,1,1,0,0,1,0,0,0,0
δύναμη,0,1,1,0,0,1,0,0,0,0
αναγκάζονται,0,1,0,0,0,1,0,0,0,0
τσιμπίδα,0,0,0,0,0,0,0,0,0,0
βίαια,0,1,1,0,0,1,0,0,0,0
πέρασμα,0,0,0,0,0,0,0,0,0,0
εμπρός,1,0,0,0,0,0,0,0,0,0
πήχης,0,0,1,1,0,0,0,0,0,0
,0,1,0,1,0,1,0,0,0,0
,0,0,0,1,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
μέτωπο,0,0,0,0,0,0,0,0,0,0
αλλοδαπός,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
προβλέπω,1,0,0,1,0,0,0,0,1,1
,1,0,0,1,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
δάσος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
συγχωρεθεί,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
ξεχασμένος,0,1,0,0,0,1,0,1,0,0
πιρούνι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
μορφή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πορνεία,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,1,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
φρούριο,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,1,0,1,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
σαράντα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
προς τα εμπρός,1,0,0,0,0,0,0,0,0,0
απολίθωμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τέταρτος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κλάσμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κάταγμα,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ευωδιά,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,1,0,1,1,1,0,0,1,0
αδελφικός,1,0,0,0,0,0,1,0,0,1
αδελφότητα,0,0,0,0,0,0,0,0,0,0
απάτη,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
τέρας,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,0,1,0
ελευθερία,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
καταψύκτης,0,0,0,0,0,0,0,0,0,0
πάγωμα,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,1,0
,0,1,1,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
συχνότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εκνευρίζομαι,0,1,0,0,0,1,0,0,0,0
,0,0,1,0,0,0,0,0,0,0
φίλος,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,1
,1,0,0,1,0,0,1,0,0,1
φιλία,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,0,1,0,0,1,0
,0,1,0,0,0,1,0,1,1,0
,0,1,0,0,0,1,0,0,1,0
,0,1,1,0,0,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βάτραχος,0,0,0,0,0,0,0,0,0,0
ευθυμία,1,0,0,0,0,0,1,0,0,0
εμπρός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σύνορο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
συνοφρυώνομαι,0,1,0,0,0,0,0,1,0,0
,0,1,1,0,1,0,0,1,0,0
παγωμένος,0,0,0,0,0,0,0,0,0,0
ολιγαρκής,1,0,0,0,0,0,0,0,0,0
καρπός,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
άκαρπος,0,1,0,0,0,0,0,1,0,0
ματαιώ,0,1,1,0,1,0,0,1,0,0
απογοητευμένοι,0,1,1,0,0,0,0,0,0,0
ματαίωση,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
καύσιμα,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,1,0,0,1,0,0,1,0,0,1
γεμάτος,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πλήρως,1,0,0,0,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
διασκέδαση,1,0,0,1,0,0,1,0,0,0
λειτουργία,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κεφάλαιο,0,0,0,0,0,0,0,0,0,0
θεμελιώδης,1,0,0,0,0,0,0,0,0,1
ριζικά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κηδεία,0,0,0,0,0,0,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έπιπλα,0,0,0,0,0,0,0,0,0,0
παραφορά,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
ασφάλεια ηλεκτρική,1,0,0,0,0,0,0,0,0,1
συγχώνευση,1,0,0,0,0,0,0,0,0,0
φασαρία,0,1,1,0,0,0,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
μελλοντικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
φίμωτρο,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
βάδισμα,0,0,0,0,0,0,0,0,0,0
εορτάσιμος,0,0,0,0,0,0,0,0,0,0
γαλαξίας,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
χολή,0,1,1,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,1,0,0,0,0,1,0
,0,1,0,1,0,0,0,0,1,0
παιχνίδι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
χάσμα,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κήπος,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
ένδυμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
αέριο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πύλη,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,1
μαζεύω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
βλέμμα,0,0,0,0,0,0,0,0,0,0
κιόσκι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
Δίδυμοι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γενικός,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γενιά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γενεσιολογία,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Γάνδη,0,1,1,0,1,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
γεωγραφία,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
φύτρο,0,0,0,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
χειρονομία,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,0,0,0
,0,1,0,0,1,1,0,1,0,0
φάντασμα,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
γίγαντας,0,0,0,0,0,1,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
δώρο,1,0,0,1,0,0,1,0,1,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
βραγχίο υχθύος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τζιν,0,0,0,0,0,0,0,0,0,0
τζίντζερ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
καμηλοπάρδαλη,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
κορίτσι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
